"","area_type","location","size","society","total_sqft","bath","balcony","price"
"1226","Super built-up  Area","Garudachar Palya",2,"Unknown",1060,2,1,48.7
"1227","Built-up  Area","Kalyan nagar",2,"SLnorMa",820,2,0,39
"1228","Plot  Area","Whitefield",4,"Skensk ",5000,4,3,400
"1229","Super built-up  Area","BEML Layout",3,"Unknown",2000,3,2,85
"1230","Super built-up  Area","Kalkere",2,"Sothin ",856,2,3,40
"1231","Super built-up  Area","Rajaji Nagar",3,"Puwerun",1621,4,0,130
"1232","Plot  Area","ITPL",3,"Unknown",1200,3,1,68.4
"1233","Super built-up  Area","Bannerghatta Road",3,"TGjraVa",1484,3,2,52.5
"1234","Plot  Area","T.C. Palya",4,"Unknown",600,5,2,60
"1235","Plot  Area","Siddapura",4,"Apavea ",14000,3,2,800
"1236","Super built-up  Area","Yelahanka New Town",1,"KHatsFl",500,1,1,20
"1237","Super built-up  Area","Makali",1,"Unknown",485,1,1,15
"1238","Super built-up  Area","7th Phase JP Nagar",2,"Unknown",1050,2,1,42
"1239","Super built-up  Area","Uttarahalli",3,"Unknown",1617,3,3,66.68
"1240","Built-up  Area","Electronic City",2,"Itelaa ",550,1,1,16
"1241","Built-up  Area","RWF West Colony",3,"PancyRe",1384,3,2,62.28
"1242","Super built-up  Area","Devanahalli",2,"Unknown",1408,2,2,85
"1243","Built-up  Area","Uttarahalli",2,"Sungsha",1150,2,1,49
"1244","Super built-up  Area","Akshaya Nagar",3,"Unknown",1410,2,2,75
"1245","Built-up  Area","Kaggadasapura",4,"Adsia F",2150,4,1,100
"1246","Super built-up  Area","Koramangala",3,"Unknown",2292,4,1,275
"1247","Built-up  Area","Malleshwaram",3,"Maens G",2006,3,2,297
"1248","Built-up  Area","Maragondanahalli",3,"ArnzaFi",1508,3,2,70.25
"1249","Built-up  Area","Ramamurthy Nagar",2,"Foghaa ",1040,2,2,50
"1250","Plot  Area","TC Palaya",2,"Lancy R",1240,2,1,60
"1251","Super built-up  Area","Kudlu Gate",3,"Srier P",1535,3,1,78
"1252","Built-up  Area","Lakshminarayana Pura",2,"RothaVa",1180,2,2,75
"1253","Built-up  Area","Abbigere",6,"Unknown",2200,6,2,68
"1254","Super built-up  Area","Bannerghatta Road",2,"SNity S",1400,2,2,78
"1255","Super built-up  Area","Raja Rajeshwari Nagar",1,"Unknown",500,1,1,25
"1256","Plot  Area","Whitefield",4,"Pronege",4800,4,3,525
"1257","Super built-up  Area","Sarjapur  Road",3,"Puallhi",1984,4,1,146
"1258","Plot  Area","Whitefield",4,"VDe 1Du",3000,5,3,250
"1259","Super built-up  Area","Garudachar Palya",3,"BrlisMe",1960,3,3,160
"1260","Super built-up  Area","Sarjapur  Road",2,"Shthi S",1035,2,1,45
"1261","Built-up  Area","Vibuthipura",4,"Unknown",2150,4,1,80
"1262","Built-up  Area","Whitefield",3,"Mithmn ",1700,3,2,115
"1263","Super built-up  Area","Hosakerehalli",4,"Taonte ",3024,5,1,248
"1264","Super built-up  Area","Tumkur Road",3,"Sapus S",1586,3,1,100
"1265","Built-up  Area","Hennur",3,"Asoilul",2264,NA,2,155
"1266","Plot  Area","Chikka Tirupathi",4,"Theanmp",2325,4,1,120
"1267","Super built-up  Area","Yelahanka",2,"Rarthne",1120,2,2,55
"1268","Super built-up  Area","Yelahanka",3,"Shalkri",1662,NA,2,67.98
"1269","Super built-up  Area","Sarjapur  Road",2,"CharkGr",1128,2,2,59
"1270","Plot  Area","5th Block Hbr Layout",6,"Unknown",1200,6,2,250
"1271","Super built-up  Area","Jigani",2,"DLhtsan",924,2,2,65
"1272","Super built-up  Area","Suraksha Nagar",3,"AritaFe",1600,3,2,52
"1273","Super built-up  Area","Pai Layout",2,"Unknown",1006,2,2,35
"1274","Super built-up  Area","Amruthahalli",2,"Srncy R",1200,2,2,55
"1275","Super built-up  Area","Jalahalli West",2,"Unknown",1250,2,1,62
"1276","Plot  Area","Defence Layout",3,"Unknown",1200,3,1,130
"1277","Built-up  Area","Kannamangala",2,"VBownre",957,2,1,56
"1278","Super built-up  Area","Whitefield",2,"SSthamh",1140,2,2,41
"1279","Super built-up  Area","Roopena Agrahara",2,"RortsCo",1050,2,1,67
"1280","Super built-up  Area","Kasturi Nagar",3,"Unknown",1565,3,2,88.5
"1281","Super built-up  Area","Whitefield",2,"GClmsun",1190,2,3,57
"1282","Built-up  Area","Whitefield",3,"Unknown",2842,3,2,162
"1283","Built-up  Area","Kanakpura Road",3,"SoapeSu",1290,2,2,65
"1284","Super built-up  Area","Electronics City Phase 1",1,"Unknown",630,1,1,39
"1285","Super built-up  Area","Whitefield",3,"Iseenst",1403,2,2,60.81
"1286","Super built-up  Area","Kanakpura Road",3,"SLourle",1542,2,3,85
"1287","Built-up  Area","Haralur Road",4,"IDlleri",2750,4,0,220
"1288","Super built-up  Area","Iblur Village",4,"Emine P",3596,5,1,290
"1289","Super built-up  Area","Kengeri Satellite Town",3,"Unknown",1635,2,2,78
"1290","Super built-up  Area","Mysore Road",2,"Unknown",1239,2,1,53
"1291","Super built-up  Area","Haralur Road",2,"Unknown",1194,2,2,47
"1292","Super built-up  Area","Dooravani Nagar",3,"Puceswn",1596,3,1,105
"1293","Super built-up  Area","Channasandra",2,"Unm 2El",1009,2,1,38.34
"1294","Super built-up  Area","Hosa Road",3,"Mahesr ",1726,3,2,81.99
"1295","Super built-up  Area","Kudlu Gate",3,"Srier P",1535,3,2,86
"1296","Super built-up  Area","Banashankari Stage V",3,"Unknown",1300,2,1,58.5
"1297","Plot  Area","Whitefield",4,"Adowslm",3100,4,2,465
"1298","Super built-up  Area","Coconut Garden",3,"Unknown",1800,3,3,80
"1299","Super built-up  Area","Binny Pete",1,"Shestlo",665,1,0,50.75
"1300","Plot  Area","Chamrajpet",9,"Unknown",4050,7,1,1200
"1301","Plot  Area","TC Palaya",3,"Unknown",1500,2,1,100
"1302","Built-up  Area","Kalkere",2,"Sothin ",925,2,2,48
"1303","Super built-up  Area","Old Airport Road",4,"Jaades ",3356,4,2,251
"1304","Super built-up  Area","Gollahalli",2,"ArzzaRe",1395,2,1,63.59
"1305","Super built-up  Area","Sonnenahalli",3,"DSgam S",1415,2,1,55
"1306","Super built-up  Area","Begur",3,"Arera V",1419,2,2,59
"1307","Super built-up  Area","Kasavanhalli",2,"Brersge",1121,2,2,78
"1308","Super built-up  Area","Kambipura",3,"Unknown",1082,2,1,45
"1309","Super built-up  Area","KR Puram",2,"MCnexva",1100,2,1,47
"1310","Super built-up  Area","Hoodi",3,"Keers S",1606,3,3,89.55
"1311","Built-up  Area","Billekahalli",3,"Unknown",1650,3,2,88
"1312","Super built-up  Area","D Souza Layout",3,"Niateki",4634,4,3,1015
"1313","Super built-up  Area","Old Airport Road",2,"Vadel C",1206,2,3,75
"1314","Built-up  Area","Sarjapur  Road",3,"HIideSu",1495,2,0,64
"1315","Plot  Area","Malleshwaram",8,"Unknown",840,7,2,195
"1316","Super built-up  Area","Electronic City",2,"Itelaa ",710,2,2,16
"1317","Super built-up  Area","Balagere",2,"Unknown",1210,2,1,72
"1318","Super built-up  Area","Nagarbhavi",3,"DSesthr",1523,2,2,53.4
"1319","Super built-up  Area","Whitefield",2,"Krine C",1232,2,2,45
"1320","Super built-up  Area","Rachenahalli",1,"AsNowre",680,1,1,44
"1321","Super built-up  Area","Hebbal",3,"Magiaya",1355,3,1,83.87
"1322","Super built-up  Area","Thanisandra",3,"MenueNo",1430,2,2,51.46
"1323","Super built-up  Area","Kothannur",3,"Unknown",1275,2,2,43.85
"1324","Super built-up  Area","Electronic City",2,"GMown E",1070,2,1,56.1
"1325","Plot  Area","Bettahalsoor",3,"Unknown",1200,3,1,85
"1326","Plot  Area","Electronic City",4,"Unknown",2000,4,0,120
"1327","Super built-up  Area","Bommanahalli",2,"Unknown",1200,2,2,40
"1328","Super built-up  Area","Marathahalli",3,"SatatHa",1610,3,1,90
"1329","Super built-up  Area","Haralur Road",2,"RInceeg",1140,2,2,43
"1330","Super built-up  Area","Raja Rajeshwari Nagar",2,"GrrvaGr",1143,2,2,38.65
"1331","Super built-up  Area","Jakkur",4,"SoineC ",1290,6,3,249
"1332","Super built-up  Area","Rachenahalli",3,"Sovar S",1530,2,2,74.4
"1333","Super built-up  Area","7th Phase JP Nagar",2,"Brnia G",980,2,2,69
"1334","Super built-up  Area","Whitefield",3,"ChodsGr",1485,3,2,65
"1335","Plot  Area","Whitefield",3,"WoarkEm",1500,3,1,130
"1336","Super built-up  Area","Whitefield",2,"Umods W",1280,2,1,75
"1337","Super built-up  Area","Thanisandra",2,"Bhmesy ",1265,2,2,85
"1338","Built-up  Area","ECC Road, Whitefield, ",2,"Unknown",1132,2,1,67
"1339","Super built-up  Area","Ashwath Nagar",2,"SJcerpe",1262,2,2,63
"1340","Super built-up  Area","JP Nagar",2,"Maentor",940,2,1,49
"1341","Super built-up  Area","Seetharampalya",3,"Unknown",1515,3,3,88
"1342","Super built-up  Area","Jigani",3,"DLhtsan",1300,3,3,150
"1343","Built-up  Area","Kothanur",3,"Unknown",1840,3,1,69
"1344","Built-up  Area","Electronic City",2,"Itvir M",890,2,2,45
"1345","Super built-up  Area","Rukmaiah Layout",3,"Unknown",1655,3,2,86.06
"1346","Super built-up  Area","Hennur Road",3,"SaireSa",2060,3,1,149
"1347","Super built-up  Area","Bommanahalli",3,"SNeur G",1730,3,1,96
"1348","Built-up  Area","Yelahanka",3,"Leilo E",2195,4,2,127
"1349","Super built-up  Area","Kathriguppe",3,"Unknown",1650,3,2,125
"1350","Plot  Area","KR Puram",2,"Unknown",1200,2,0,71
"1351","Super built-up  Area","Hosa Road",2,"Unknown",1079,2,1,32.37
"1352","Super built-up  Area","Panathur",2,"Caiya D",1085,2,1,36
"1353","Built-up  Area","Maruthi Sevanagar",7,"Unknown",5000,7,2,299
"1354","Super built-up  Area","Yelahanka",2,"Unknown",1075,2,1,51.5
"1355","Super built-up  Area","Devanahalli Int. Airport",2,"Unknown",1380,2,1,80
"1356","Super built-up  Area","Puttanahalli",3,"Unknown",1450,3,1,65
"1357","Super built-up  Area","Thubarahalli",2,"Unknown",1200,2,2,78
"1358","Super built-up  Area","Benson Town",3,"Unknown",3200,4,2,350
"1359","Super built-up  Area","Hoodi",3,"GoAirej",1639,3,1,98.32
"1360","Super built-up  Area","Jakkuru Layout",2,"Unknown",1200,2,1,54
"1361","Super built-up  Area","Vijayanagar",3,"Saityat",1739,3,1,116
"1362","Built-up  Area","Palanahalli",4,"RMaanSa",4346,5,2,500
"1363","Super built-up  Area","Old Madras Road",2,"Shmes O",935,2,1,32.72
"1364","Super built-up  Area"," Thanisandra",1,"Bhe 2ko",510,1,1,25.25
"1365","Plot  Area","Devasandra Extension",6,"Unknown",1200,6,3,180
"1366","Super built-up  Area","Nagondanahalli",2,"PrestSe",1178,2,3,47
"1367","Built-up  Area","Chikkalasandra",3,"Siourpl",1375,2,1,50
"1368","Super built-up  Area","Chandapura",3,"Halms S",1065,2,1,33
"1369","Super built-up  Area","2nd Phase Judicial Layout",3,"Unknown",1450,2,1,50.75
"1370","Built-up  Area","BEML Layout",2,"Unknown",999,2,3,45
"1371","Super built-up  Area","Amruthahalli",2,"Unknown",4400,3,2,475
"1372","Plot  Area","Marathahalli",5,"Unknown",1350,4,1,135
"1373","Built-up  Area","Kothannur",2,"Unknown",1100,2,2,40
"1374","Super built-up  Area","Koramangala",3,"Wiass G",1835,2,3,155
"1375","Super built-up  Area","Hoodi",4,"Caycend",2090,4,0,95.1
"1376","Super built-up  Area","Lingadheeranahalli",3,"Soiewre",1519,3,1,93
"1377","Built-up  Area","Dommasandra",3,"Asene S",1267,3,2,56
"1378","Super built-up  Area","Sanjay nagar",2,"Camesa ",1150,2,3,72.2
"1379","Super built-up  Area","Marathahalli",2,"PrensKe",1146,2,1,70
"1380","Plot  Area","1st Block HRBR Layout",8,"Unknown",1200,7,0,235
"1381","Built-up  Area","Kannamangala",3,"Marnaer",1550,3,3,65
"1382","Built-up  Area","Chandapura",2,"KHityry",850,1,1,18.5
"1383","Super built-up  Area","Richmond Town",3,"Kaestid",2200,3,2,187
"1384","Built-up  Area","Sarjapur Road, ",3,"Unknown",3329,3,2,330
"1385","Carpet  Area","Electronics City Phase 1",1,"Unknown",785,1,1,55
"1386","Super built-up  Area","Hebbal Kempapura",3,"GonumPl",2900,4,2,300
"1387","Built-up  Area","Raja Rajeshwari Nagar",3,"Avlya A",1610,3,2,74
"1388","Super built-up  Area","Bellandur",2,"Krine O",921,2,2,40
"1389","Plot  Area","Kengeri Satellite Town",3,"Unknown",850,3,2,95
"1390","Built-up  Area","Bannerghatta Road",5,"Unknown",2700,5,0,158
"1391","Super built-up  Area","Sarjapur  Road",3,"SocusHi",1700,3,3,110
"1392","Built-up  Area","Sarjapur",2,"Sondaka",1020,2,2,35
"1393","Super built-up  Area","Billekahalli",2,"Dintsmi",1090,2,3,52
"1394","Plot  Area","Bagalur Main Road",4,"Unknown",3600,4,2,300
"1395","Super built-up  Area","Haralur Road",2,"Unknown",1027,2,2,44
"1396","Super built-up  Area","Thanisandra",2,"MenueNo",1185,2,2,42.1
"1397","Super built-up  Area","Doddathoguru",2,"Prianhi",850,2,1,25
"1398","Built-up  Area","Harlur",2,"Prncyrn",1197,2,1,84
"1399","Super built-up  Area","Byadarahalli",4,"ETntsce",3500,3,3,450
"1400","Super built-up  Area","Poorna Pragna Layout",2,"Unknown",920,2,2,39.55
"1401","Super built-up  Area","Chamrajpet",9,"Unknown",1290,9,1,296
"1402","Super built-up  Area","Raja Rajeshwari Nagar",2,"i1rtsCo",1105,2,1,65
"1403","Super built-up  Area","Yeshwanthpur",3,"GoandAc",1850,3,3,100
"1404","Super built-up  Area","Judicial Layout",3,"PrarePa",1300,3,1,64
"1405","Built-up  Area","Varthur Road, ",3,"Unknown",1595,3,2,76
"1406","Super built-up  Area","Kodihalli",4,"Priesla",3073,5,2,696
"1407","Built-up  Area","Horamavu Agara",2,"Unknown",755,2,1,37.49
"1408","Built-up  Area","Nagasandra",5,"Unknown",4050,5,2,140
"1409","Super built-up  Area","Kanakpura Road",3,"Unknown",1300,2,3,69
"1410","Built-up  Area","Bannerghatta Road",2,"Unknown",1215,2,0,50
"1411","Super built-up  Area","Kanakpura Road",2,"PrarePa",900,2,1,46
"1412","Super built-up  Area","Banashankari Stage III",2,"Unknown",1145,2,3,58.4
"1413","Super built-up  Area","Chikka Banaswadi",2,"Unknown",1093,2,2,65
"1414","Super built-up  Area","Babusapalaya",3,"Unknown",1213,2,2,41.39
"1415","Super built-up  Area","Bannerghatta Road",3,"PrliaRe",1654,3,2,100
"1416","Super built-up  Area","NGR Layout",2,"Unknown",1105,2,1,52.48
"1417","Super built-up  Area","Babusapalaya",3,"Unknown",1611,2,2,66
"1418","Built-up  Area","Outer Ring Road East",2,"Hoens T",1367,2,2,62
"1419","Super built-up  Area","Devanahalli",2,"Brntsal",1010,2,1,51
"1420","Plot  Area","Kavika Layout",3,"Unknown",750,2,1,75
"1421","Carpet  Area","Vinayaka Nagar",3,"SVon hn",1535,3,1,95
"1422","Super built-up  Area","Anekal",2,"Unknown",620,2,1,22
"1423","Built-up  Area","Horamavu Agara",2,"Unknown",982,2,1,47.65
"1424","Super built-up  Area","Banashankari Stage II",2,"Unknown",1700,2,2,150
"1425","Super built-up  Area","Whitefield",2,"BSlasin",1330,2,1,71
"1426","Built-up  Area","JP Nagar",3,"Ronty C",2500,3,2,135
"1427","Super built-up  Area","Poorna Pragna Layout",3,"Unknown",1475,2,2,58.99
"1428","Super built-up  Area","Bhoganhalli",3,"BSisear",1410,3,1,65
"1429","Super built-up  Area","Yelahanka New Town",1,"Unknown",440,1,1,16.5
"1430","Super built-up  Area","Yelahanka",3,"PuziaVe",1614,3,2,95
"1431","Super built-up  Area","Neeladri Nagar",2,"GeereEc",1363,2,2,68
"1432","Built-up  Area","Kogilu",2,"Unknown",650,2,0,28
"1433","Super built-up  Area","Dodda Kempaiah Layout",2,"Unknown",1015,2,1,45
"1434","Super built-up  Area","Horamavu Banaswadi",2,"Unknown",1156,2,2,46
"1435","Super built-up  Area","Hennur Busstop",2,"Unknown",1100,2,1,62.7
"1436","Super built-up  Area","KR Puram",3,"Unknown",1455,3,2,46
"1437","Super built-up  Area","GB Palya",2,"Ravashw",930,2,1,45
"1438","Built-up  Area","AMS Layout",3,"Unknown",1650,2,2,80
"1439","Built-up  Area","KR Puram",2,"Unknown",1200,2,0,90
"1440","Plot  Area","9th Block Jayanagar",1,"Unknown",700,1,0,150
"1441","Super built-up  Area","Karuna Nagar",4,"AjityIn",2900,3,2,135
"1442","Super built-up  Area","Kadugodi",3,"Alestrb",1890,4,3,127
"1443","Super built-up  Area","Ashwathnagar",3,"Vaour S",2197,4,3,280
"1444","Super built-up  Area","Hebbal Kempapura",3,"GonumPl",3522,3,2,380
"1445","Super built-up  Area","Gaurava Nagar",3,"Unknown",1240,2,2,46
"1446","Built-up  Area","HRBR Layout",2,"Vaaveeh",1440,2,2,98
"1447","Super built-up  Area","Kodichikkanahalli",1,"Unknown",650,1,2,38
"1448","Super built-up  Area","Budigere",1,"Brstaue",764,1,1,32
"1449","Plot  Area","Sector 7 HSR Layout",5,"Unknown",900,4,0,90
"1450","Super built-up  Area","Raja Rajeshwari Nagar",3,"GrrvaGr",1693,3,3,57.39
"1451","Built-up  Area","Hoodi",3,"Macanr ",1445,3,2,65
"1452","Super built-up  Area","Kanakpura Road",2,"PrarePa",900,1,0,45
"1453","Super built-up  Area","Singasandra",2,"Unknown",1030,2,2,55
"1454","Super built-up  Area","Yelahanka",3,"Pyikad ",1381,2,2,52.48
"1455","Built-up  Area","Basapura",2,"Krtiqa ",1100,2,1,60
"1456","Super built-up  Area","Hoodi",3,"Unknown",1575,3,2,66.39
"1457","Plot  Area","Thigalarapalya",2,"Unknown",1200,2,1,65
"1458","Super built-up  Area","Begur Road",2,"Dhalsh ",1200,2,2,43.2
"1459","Super built-up  Area","Kasturi Nagar",2,"GradeMR",1080,2,2,80
"1460","Plot  Area","Hebbal Kempapura",5,"Unknown",2280,5,2,200
"1461","Super built-up  Area","Akshaya Nagar",3,"Unknown",1360,2,2,85
"1462","Super built-up  Area","Jakkur",3,"Ceezey ",1865,3,1,124
"1463","Super built-up  Area","Sarjapur  Road",3,"AsastDe",1157,2,1,75
"1464","Super built-up  Area","Kammasandra",2,"Icingpy",674,2,1,29
"1465","Super built-up  Area","Whitefield",3,"AdndeBe",1405,2,1,78
"1466","Super built-up  Area","Begur Road",2,"Dhalsh ",1160,2,2,44.08
"1467","Plot  Area","Kengeri Satellite Town ( BDA SITE)",4,"Unknown",1600,3,1,172
"1468","Super built-up  Area","Hebbal",3,"Oztarol",1790,3,2,127
"1469","Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,65.65
"1470","Super built-up  Area","Panathur",2,"Arentpa",1180,2,1,70
"1471","Built-up  Area","AGS Layout",3,"Unknown",1450,2,2,85
"1472","Built-up  Area","Kengeri",1,"Unknown",340,1,1,10
"1473","Built-up  Area","Srinagar",4,"Unknown",2000,3,1,166
"1474","Super built-up  Area","Rachenahalli",2,"Unknown",1050,2,2,53.5
"1475","Super built-up  Area","Varthur",2,"Pethaai",1125,2,2,40
"1476","Super built-up  Area","Vittasandra",2,"Prlla C",1246,2,1,68
"1477","Super built-up  Area","HSR Layout",2,"SrisePo",1372,2,1,61
"1478","Super built-up  Area","Uttarahalli",3,"Aklia R",1330,2,1,56
"1479","Super built-up  Area","Binny Pete",3,"She 2rk",2465,5,2,234
"1480","Super built-up  Area","Dasarahalli",2,"Unknown",1300,2,3,55
"1481","Plot  Area","Brigade Road",2,"Unknown",1420,1,0,220
"1482","Plot  Area","Bannerghatta",4,"Unknown",810,4,1,50
"1483","Super built-up  Area","Channasandra",2,"Unm 2El",1065,2,1,35
"1484","Built-up  Area","Hessarghatta",2,"Unknown",700,2,0,27
"1485","Carpet  Area","Hebbal",2,"Arcia S",1290,2,0,42.72
"1486","Super built-up  Area","Belathur",2,"Viiniai",1050,2,1,45
"1487","Super built-up  Area","Maruthi HBCS Layout",3,"Unknown",1250,3,3,39.5
"1488","Built-up  Area","Electronic City",2,"Palleon",865,2,0,42
"1489","Super built-up  Area","Uttarahalli",2,"Unknown",1200,2,2,44
"1490","Built-up  Area","Srirampura",3,"NRnoral",1756,3,3,100
"1491","Plot  Area","Malleshwaram",9,"Unknown",750,8,2,150
"1492","Super built-up  Area","Yelahanka",1,"Ardanru",628,1,1,24
"1493","Plot  Area","9th Phase JP Nagar",7,"Unknown",1200,6,2,195
"1494","Super built-up  Area","5th Phase JP Nagar",2,"Unknown",1207,2,2,63
"1495","Super built-up  Area","Kalena Agrahara",3,"KlarkBe",1765,3,1,125
"1496","Built-up  Area","Electronic City",2,"Unknown",1130,2,1,32.64
"1497","Super built-up  Area","Devanahalli Road",3,"Ozana U",1532,3,3,92
"1498","Built-up  Area","Ejipura",3,"DSncele",1650,3,0,110
"1499","Built-up  Area","Horamavu Banaswadi",4,"Unknown",1200,4,2,105
"1500","Carpet  Area","Bhoganhalli",2,"Rosha I",1290,2,1,69.09
"1501","Super built-up  Area","Doddathoguru",2,"Unknown",1200,2,2,75
"1502","Super built-up  Area","Kengeri",2,"Unknown",1197,2,2,50
"1503","Built-up  Area","Green Woods Layout",2,"Paarklu",1200,2,2,66
"1504","Super built-up  Area","Uttarahalli",3,"Shony S",1385,2,2,48.48
"1505","Super built-up  Area","Craig Park Layout",2,"Cearkry",1010,2,3,148
"1506","Super built-up  Area","Whitefield",3,"UKe 2nz",2225,3,3,115
"1507","Super built-up  Area","Immadihalli",2,"Niimet ",1180,2,2,48
"1508","Super built-up  Area","Banagiri Nagar",3,"Unknown",1525,2,3,122
"1509","Super built-up  Area","Ananth Nagar",2,"Unknown",1100,2,2,31.5
"1510","Super built-up  Area","Hiremath Layout",3,"Unknown",1435,3,3,70
"1511","Built-up  Area","Attibele",1,"Jae 2hu",400,1,1,14
"1512","Super built-up  Area","Dommasandra",2,"Asene S",1200,2,2,50
"1513","Super built-up  Area","Whitefield",2,"PritaDo",1272,2,1,95.05
"1514","Super built-up  Area","Whitefield",2,"SSthamh",1205,2,1,39
"1515","Built-up  Area","Kalena Agrahara",2,"ARomee ",980,2,1,40
"1516","Super built-up  Area","Malleshpalya",2,"Unknown",1225,2,2,46.86
"1517","Built-up  Area","Whitefield",3,"Unknown",1541,3,1,72
"1518","Super built-up  Area","Ramagondanahalli",3,"DNeremo",1610,2,2,111
"1519","Super built-up  Area","Jalahalli",2,"Tahtsla",1694,2,2,125
