"area_type","location","size","society","total_sqft","bath","balcony","price"
"Plot  Area","Ramamurthy Nagar",2,"Unknown",1200,3,1,72
"Super built-up  Area","Kaverappa Layout",2,"Dural C",1290,2,2,68
"Super built-up  Area","Electronic City Phase II",2,"SJmesst",1266,2,2,59
"Super built-up  Area","Mysore Road",2,"Srkha S",1060,2,1,62
"Plot  Area","Malimakanapura",3,"Copust ",1168,3,0,70
"Super built-up  Area","Medahalli",2,"Sancya ",1552,2,1,51
"Super built-up  Area","Talaghattapura",3,"Sodgere",1290,3,0,120
"Super built-up  Area","Attibele",1,"Jae 1hu",500,1,1,17
"Super built-up  Area","Hulimavu",2,"Unknown",1080,2,2,43.2
"Plot  Area","Kattigenahalli",4,"Unknown",2100,4,2,155
"Super built-up  Area","Rustam Bagh Layout",2,"Shntsan",1300,2,2,65
"Built-up  Area","Electronics City Phase 1",2,"SNavenc",920,2,2,33
"Plot  Area","New Thippasandra",4,"Unknown",817,2,1,120
"Built-up  Area","Harlur",2,"SrEndPo",1310,2,1,50
"Super built-up  Area","Horamavu Agara",3,"Unknown",1650,2,1,75
"Super built-up  Area","Garden Layout",3,"DSidePr",1515,3,3,93.93
"Super built-up  Area","Raja Rajeshwari Nagar",2,"Prllsan",1157,2,1,53.8
"Super built-up  Area","Viswapriyanagar.begur Road.bommanahalli.",4,"Unknown",2400,5,1,85
"Super built-up  Area","Konanakunte",4,"Siisega",3000,4,3,160
"Super built-up  Area","Basavangudi",3,"Unknown",2200,2,1,162
"Built-up  Area","Hoodi Circle, ",2,"Unknown",1243,2,1,58
"Super built-up  Area","Rachenahalli",3,"Sovar S",1530,2,2,74.39
"Super built-up  Area","Judicial Layout",3,"HRnyaAn",2070,3,3,162
"Built-up  Area","Yelahanka",3,"PrrloMo",1815,3,2,82
"Super built-up  Area","Sarjapur  Road",4,"Maana E",3900,4,3,300
"Super built-up  Area","Electronic City Phase II",2,"Sryalan",1000,2,1,28.88
"Super built-up  Area","Ananth Nagar",2,"Unknown",982,2,2,24.55
"Super built-up  Area","Hennur Road",2,"Puachal",1232,2,2,89
"Super built-up  Area","Binny Pete",3,"Shestlo",1282,3,2,178
"Super built-up  Area","Yelahanka",1,"Prensya",654,1,1,38.4
"Built-up  Area","Bannerghatta Road",2,"Unknown",1181,2,0,55
"Super built-up  Area","Bisuvanahalli",3,"Prityel",1075,2,1,45
"Plot  Area","2nd Stage Nagarbhavi",4,"Unknown",1200,4,2,245
"Super built-up  Area","T K Reddy Layout",3,"DSineun",1616,3,1,75
"Built-up  Area","Herohalli",5,"Unknown",1800,6,0,44.5
"Plot  Area","Kumbena Agrahara",6,"Unknown",1200,4,1,135
"Super built-up  Area","Whitefield",3,"Somns T",1306,3,2,54.65
"Super built-up  Area","Whitefield",3,"Nillsre",1626,3,3,89
"Built-up  Area","Pai layout , Mahadevapura",6,"Unknown",2700,4,2,214
"Super built-up  Area","Whitefield",3,"Sudama ",1585,3,2,88
"Super built-up  Area","7th Phase JP Nagar",2,"Unknown",1370,2,1,56.17
"Plot  Area","Whitefield",5,"Unknown",3250,5,3,900
"Super built-up  Area","Kanakpura Road",2,"Goelsn ",1495,2,2,90
"Super built-up  Area","frazertown",3,"Unknown",2000,3,2,210
"Plot  Area","Akshayanagara East",5,"Unknown",2400,4,1,300
"Plot  Area","Bannerghatta",3,"Unknown",1375,3,0,57
"Super built-up  Area","Old Madras Road",4,"Brica E",3715,6,0,224.5
"Built-up  Area","Kereguddadahalli",3,"Unknown",1400,2,2,48
"Super built-up  Area","Kadugodi",5,"Unknown",1100,5,0,135
"Plot  Area","Hebbal Kempapura",4,"Unknown",1200,4,2,215
"Super built-up  Area","Yelahanka",2,"Unknown",1150,2,2,46
"Super built-up  Area","Hebbal",2,"Unknown",1080,2,1,54
"Super built-up  Area","Kaikondrahalli",3,"Brtiael",1645,3,2,100
"Super built-up  Area","Doddanekundi",3,"AkletBa",1760,3,3,176
"Built-up  Area","Venkatadri Layout",1,"Raiyai ",595,1,1,42
"Plot  Area","Bommenahalli",3,"Prana S",1200,3,1,125
"Super built-up  Area","JP Nagar",4,"Pehtsa ",1290,4,0,314.5
"Built-up  Area","Mahaganapathy Nagar",2,"Vaodak ",1410,2,3,67
"Built-up  Area","Huskur",2,"Unknown",1090,2,1,31.48
"Plot  Area","Ramagondanahalli",1,"Unknown",540,1,0,30
"Super built-up  Area","Sarjapur  Road",2,"Maaveal",1300,2,2,60
"Built-up  Area","9th Phase JP Nagar",3,"ImiteEl",1890,2,2,85
"Super built-up  Area","Belathur",2,"SLwernf",1254,2,1,53
"Built-up  Area","Kattigenahalli",7,"Unknown",2800,7,2,125
"Built-up  Area","Ulsoor",2,"Unknown",1275,2,2,120
"Super built-up  Area","Kathriguppe",3,"Unknown",1245,2,2,68.48
"Built-up  Area","Rustam Bagh Layout",2,"TealdEm",1170,2,2,86
"Super built-up  Area","Panathur",2,"Prcesvy",1193,2,1,86
"Super built-up  Area","Chandapura",2,"Unknown",850,2,1,25.4
"Super built-up  Area","Marathahalli",3,"PadgeOa",1678,3,3,70
"Built-up  Area","Gunjur",3,"NDrelau",1600,3,3,75
"Super built-up  Area","Electronics City Phase 1",3,"GaicaVe",1750,3,2,84
"Super built-up  Area","Whitefield",2,"Unknown",1125,2,2,62
"Plot  Area","Andrahalli",4,"Unknown",2200,4,3,235
"Plot  Area","Singena Agrahara",3,"CoiewSy",1290,3,1,95
"Built-up  Area","HBR Layout",3,"Peentn ",2800,2,0,200
"Plot  Area","R.T. Nagar",2,"Unknown",1200,2,1,120
"Built-up  Area","Vittal Nagar",2,"Riave E",1000,2,1,50
"Built-up  Area","Sadashiva Nagar",4,"Unknown",2780,5,2,480
"Built-up  Area","Electronic City Phase II",3,"Sryalan",1320,2,1,38.13
"Super built-up  Area","2Electronic City Phase II",27,"Unknown",8000,27,0,230
"Super built-up  Area","Ardendale",4,"AWharde",2422,4,2,160
"Built-up  Area","Kasavanhalli",2,"TNaldme",1100,2,1,50
"Built-up  Area","Uttarahalli",2,"Gaent R",882,2,1,30
"Super built-up  Area","Bisuvanahalli",2,"Prityel",845,2,1,37
"Super built-up  Area","Kambipura",2,"Prrtht ",883,2,1,39
"Super built-up  Area","Brookefield",3,"Gotaten",1595,3,3,88
"Built-up  Area","Whitefield",2,"Gotis A",1280,2,0,85
"Built-up  Area","3rd Block Banashankari",4,"Unknown",1700,2,1,550
"Super built-up  Area","Bhuvaneshwari Nagar",2,"NaaveEn",920,2,0,35
"Super built-up  Area","Choodasandra",2,"GRlpank",1300,2,3,57
"Super built-up  Area","Shanthala Nagar",2,"Malex C",1450,1,0,230
"Super built-up  Area","Harlur",3,"SosicCl",1757,3,2,132
"Super built-up  Area","Anekal",1,"Unknown",600,1,1,16.5
"Built-up  Area","Jnanabharathi Layout",4,"Unknown",2400,3,2,142
"Super built-up  Area","Sarjapur",2,"Unknown",1240,2,1,44
"Plot  Area","Kadarenahalli",10,"Unknown",750,10,2,90
"Super built-up  Area","EPIP Zone",2,"BrontLa",1330,2,1,93.36
"Super built-up  Area","8th Phase JP Nagar",2,"MBodsen",1062,2,1,42.47
"Built-up  Area","JP Nagar",2,"DSillto",1078,2,2,45
"Super built-up  Area","Bannerghatta Road",3,"SNity S",1460,2,2,72
"Plot  Area","Whitefield",3,"Unknown",1200,3,2,68.5
"Super built-up  Area","Laggere",1,"Unknown",1200,1,1,48
"Super built-up  Area","Kammasandra",3,"Unknown",912,2,1,39
"Super built-up  Area","Hosa Road",3,"Sosisic",1290,3,1,115
"Plot  Area","Victoria Layout",5,"Unknown",2400,5,1,625
"Plot  Area","Prithvi Layout",4,"Prigh L",2028,4,3,162
"Super built-up  Area","Mysore Road",2,"Brama P",980,2,1,45.47
"Built-up  Area","Sarjapur  Road",2,"Usquaya",1000,2,2,40
"Super built-up  Area","Sarjapur  Road",2,"Ahriaup",1050,2,1,62
"Built-up  Area","Bannerghatta",3,"Unknown",2611,3,1,239
"Super built-up  Area","Domlur",3,"Saiewas",1875,2,2,150
"Super built-up  Area","Hennur Road",2,"Unknown",1065,2,1,42.6
"Built-up  Area","Sanjay nagar",3,"Unknown",1800,3,2,180
"Super built-up  Area","Sector 7 HSR Layout",2,"Unknown",1163,2,2,98.86
"Super built-up  Area","Tumkur Road",2,"Unknown",1098,2,1,72
"Built-up  Area","5th Phase JP Nagar",3,"Shlashi",1725,2,2,100
"Plot  Area","Whitefield",4,"Unknown",4000,4,2,330
"Super built-up  Area","Thubarahalli",2,"Adity S",1128,2,2,75
"Plot  Area","Subramanyanagar",8,"Unknown",1320,6,2,200
"Super built-up  Area","Yelahanka",3,"Prensya",1705,3,1,74.16
"Super built-up  Area","Thigalarapalya",2,"Unknown",1418,2,2,95
"Built-up  Area","Ramamurthy Nagar",3,"Unknown",1500,3,1,160
"Built-up  Area","Hebbal",2,"AkncyRe",1100,2,2,50
"Super built-up  Area","KUDLU MAIN ROAD",3,"Unknown",1464,3,2,56
"Super built-up  Area","Hebbal",2,"Arcia S",812,2,2,55
"Super built-up  Area","Doddanekundi",2,"Unknown",1280,2,2,40
"Super built-up  Area","Whitefield",2,"BruntPa",1420,2,2,136
"Plot  Area","1 Ramamurthy Nagar",11,"Unknown",1200,11,0,170
"Plot  Area","Kadugondanahalli",6,"Unknown",727,6,2,66
"Plot  Area","Banashankari Stage II",4,"Unknown",1200,2,1,150
"Super built-up  Area","Old Airport Road",4,"Jaades ",2774,4,2,207
"Super built-up  Area","5th Stage BEML Layout",3,"Unknown",2000,3,2,85
"Super built-up  Area","HBR Layout",3,"Gats He",1722,3,2,95
"Super built-up  Area","Indira Nagar",3,"ToSky F",2800,3,1,330
"Carpet  Area","Jaya Mahal layout",3,"Fanorrt",1650,3,3,175
"Built-up  Area","BSM Extension",2,"Raave E",840,2,2,27
"Built-up  Area","Jigani",2,"DLhtsan",914,2,2,47
"Super built-up  Area","Hennur Road",3,"Puachal",1482,2,2,83.73
"Super built-up  Area","Kundalahalli",3,"Dieldli",1724,3,2,127
"Super built-up  Area","Vijinapura",3,"Vadidpl",1670,3,3,91.86
"Super built-up  Area","Banaswadi",2,"Unknown",1184,2,3,53
"Super built-up  Area","Kodigehaali",2,"Unknown",1200,2,1,55
"Plot  Area","TC Palaya",2,"Unknown",1200,2,0,65
"Super built-up  Area","Jigani",2,"DLhtsen",927,2,2,55
"Super built-up  Area","P&T Layout",2,"Unknown",1242,2,3,39.7
"Built-up  Area","Electronic City Phase II",3,"Sryalan",1220,3,1,35.23
"Built-up  Area","Electronic City",3,"GMown E",1360,2,1,75
"Plot  Area","Brookefield",4,"Unknown",2800,4,2,240
"Super built-up  Area","7th Phase JP Nagar",2,"Hiestre",1180,2,2,72
"Super built-up  Area","Whitefield",3,"Prtates",1697,3,2,108
"Super built-up  Area","Yelahanka New Town",2,"Unknown",550,2,1,26
"Super built-up  Area","Hennur",2,"Shateor",1225,2,1,57
"Super built-up  Area","Byrasandra",3,"ViisePa",1690,2,2,55
"Plot  Area","SBM Colony",10,"Unknown",1660,10,2,475
"Super built-up  Area","Veerannapalya",3,"Unknown",1488,3,2,57
"Built-up  Area","Chowdeshwari Layout",3,"Keharya",1250,2,1,80
"Super built-up  Area","JP Nagar",1,"Duoveoo",1050,1,1,44
"Super built-up  Area","HSR Layout",2,"Unknown",1027,2,2,44
"Super built-up  Area","Kanakpura Road",3,"GolusLi",1699,3,3,81.94
"Built-up  Area","Whitefield",2,"Viaree ",1205,2,2,58
"Plot  Area","Mathikere Extension",4,"Unknown",712,2,1,67.5
"Super built-up  Area","Horamavu Agara",2,"Unknown",950,2,3,39
"Plot  Area","TC Palaya",2,"Unknown",1200,2,0,70
"Super built-up  Area","Akshaya Nagar",3,"Hiows C",1476,3,1,120
"Built-up  Area","CV Raman Nagar",2,"Unknown",1070,2,1,55
"Super built-up  Area","EPIP Zone",3,"BrontLa",2160,4,2,172
"Super built-up  Area","Sector 2 HSR Layout",2,"Putus L",1296,2,1,75
"Built-up  Area","Chikkalasandra",2,"Unknown",1800,1,1,128
"Super built-up  Area","Kanakpura Road",3,"JRrnauv",1570,3,3,64.5
"Super built-up  Area","Koramangala",2,"Saace P",1300,2,3,110
"Built-up  Area","Sarjapur",4,"Unknown",1550,2,2,65
"Super built-up  Area","Electronic City",2,"GMown E",770,1,1,40
"Built-up  Area","Jalahalli",3,"Kuownri",1870,3,2,110
"Plot  Area","Anantapura",3,"Edleyil",1650,4,2,160
"Super built-up  Area","Domlur",3,"Valipf ",1429,3,3,86
"Super built-up  Area","Babusapalaya",3,"Unknown",1167,2,2,39.98
"Super built-up  Area","Bommasandra",2,"SSestth",1035,2,1,41.73
"Super built-up  Area","Kengeri",3,"Unknown",1188,2,2,38
"Plot  Area","2nd Stage Nagarbhavi",5,"Unknown",1200,4,2,285
"Plot  Area","Sarjapur",3,"Inensba",1290,3,1,76
"Super built-up  Area","Nagarbhavi",1,"MaentNa",884,2,2,36
"Super built-up  Area","Haralur Road",2,"Unknown",1194,2,2,46
"Super built-up  Area","Hoodi",2,"Caycend",1026,2,1,60.87
"Plot  Area","Shivaji Nagar",7,"Unknown",1400,6,3,200
"Super built-up  Area","Kaikondrahalli",2,"Unknown",1115,2,2,50
"Plot  Area","Hebbal Kempapura",2,"Unknown",1200,2,1,125
"Super built-up  Area","Old Airport Road",4,"Jaades ",2690,4,3,191
"Super built-up  Area","Subramanyapura",2,"Mayne A",975,2,1,58
"Plot  Area","Hosa Road",3,"Unknown",675,3,2,72.5
"Super built-up  Area","Chamrajpet",4,"Unknown",1900,2,1,170
"Plot  Area","Banashankari",3,"Unknown",600,3,1,100
"Super built-up  Area","OMBR Layout",2,"Unknown",1101,2,2,65.5
"Super built-up  Area","Sarjapur  Road",3,"Maana E",1700,3,3,135
"Super built-up  Area","Whitefield",4,"PrOakSi",3606,4,2,312
"Super built-up  Area","Padmanabhanagar",2,"ACersd ",1258,2,2,115
"Carpet  Area","Kanakpura Road",3,"Advash ",1560,3,2,92
"Super built-up  Area","Old Madras Road",4,"Brica E",3630,6,1,195
"Built-up  Area","JP Nagar",3,"Adace P",2000,3,2,250
"Super built-up  Area","Hebbal",4,"Raard B",2790,4,3,198
"Super built-up  Area","Badavala Nagar",3,"DNncasa",1494,2,2,94.55
"Super built-up  Area","Hennur Road",3,"Puachal",1482,2,1,87
"Super built-up  Area","Rustam Bagh Layout",2,"Inuseda",800,2,3,50
"Super built-up  Area","Raja Rajeshwari Nagar",2,"Unknown",1185,2,2,47.39
"Super built-up  Area","Hulimavu",2,"RatosAr",1100,2,2,71.5
"Built-up  Area","NRI Layout",2,"Unknown",1300,2,0,120
"Super built-up  Area","4th Block Koramangala",2,"EvestPi",1225,2,2,150
"Super built-up  Area","Hulimavu",3,"Unknown",1758,3,2,65
"Super built-up  Area","Banaswadi",2,"Unknown",1145,2,2,55
"Built-up  Area","Hormavu",2,"BhncyRe",1180,2,2,50
"Super built-up  Area","Belatur",2,"Kehts H",1260,2,2,58
"Built-up  Area","Arekere",2,"DancyRe",1190,2,2,55
"Super built-up  Area","Sarjapur  Road",3,"Klark L",1691,3,2,119
"Super built-up  Area","Lalbagh Road",4,"Unknown",3675,4,3,367
"Built-up  Area","Frazer Town",3,"Frhts H",1305,3,2,95.45
"Super built-up  Area","Basavangudi",3,"Unknown",2337,4,3,292
"Plot  Area","Kamakya Layout",2,"Unknown",1200,2,2,150
"Super built-up  Area","Domlur",2,"Unknown",1206,2,1,217
"Plot  Area","Vignana Nagar",5,"Unknown",1350,4,1,130
"Super built-up  Area","Kogilu",2,"Unknown",1140,2,1,50.66
"Super built-up  Area","Nallurhalli",2,"Mauil T",1250,2,2,65
"Plot  Area","Kamakshipalya",3,"Unknown",600,2,1,60
"Super built-up  Area","Chinnapanahalli",2,"Unknown",1225,2,2,48
"Built-up  Area","Kereguddadahalli",2,"N iewak",800,2,2,28
"Super built-up  Area","Jalahalli East",2,"ShshaSa",1020,2,1,58
"Built-up  Area","TC Palaya",4,"Unknown",2100,2,1,50
"Plot  Area","Lingarajapuram",2,"Unknown",1350,2,1,80
"Super built-up  Area","Anekal",2,"Unknown",925,2,1,40
"Built-up  Area","Yelachenahalli",4,"Unknown",1800,3,1,220
"Built-up  Area","3rd Block HBR Layout",3,"Unknown",2000,3,1,100
"Built-up  Area","Frazer Town",3,"Loente ",1510,2,1,75
"Plot  Area","Kasavanhalli",5,"Unknown",5800,7,2,1200
"Super built-up  Area","Laxmi Sagar Layout",3,"DubowRa",1614,3,1,110
"Plot  Area","Yeshwanthpur",3,"Unknown",682,2,1,130
"Plot  Area","Gottigere",2,"Unknown",1200,2,0,95
"Plot  Area","TC Palaya",2,"Unknown",900,2,0,55
"Built-up  Area","Bommenahalli",4,"Prana S",1632,3,0,145
"Super built-up  Area","OMBR Layout",2,"Unknown",1041,2,2,65.5
"Built-up  Area","7th Phase JP Nagar",6,"BriumMi",5080,7,2,450
"Super built-up  Area","Bannerghatta",4,"Mamespa",3012,6,2,250
"Super built-up  Area","Marathahalli",3,"Unknown",1530,3,2,74.5
"Super built-up  Area","Sector 2 HSR Layout",3,"NCdgerj",1450,2,2,135
"Super built-up  Area","Bannerghatta Road",2,"Hiate F",1200,2,2,75
"Plot  Area","Sahakara Nagar",4,"Unknown",1200,4,2,130
"Super built-up  Area","Hosur Road",3,"PuendWe",1508,2,1,110
"Built-up  Area","New Gurappana Palya",7,"Unknown",600,7,3,106
"Super built-up  Area","Dodda Nekkundi Extension",2,"AlEcone",1188,2,3,73
"Super built-up  Area","Old Airport Road",4,"Jaades ",2690,4,3,199
"Super built-up  Area","Harlur",2,"Prncyrn",1174,2,1,76
"Super built-up  Area","Old Madras Road",3,"SheldGr",1350,3,1,58.99
"Super built-up  Area","Frazer Town",3,"Bamita ",1870,3,3,185
"Super built-up  Area","Kengeri Satellite Town",2,"DSestSt",1072,2,1,25
"Plot  Area","Nelamangala",3,"Unknown",52272,2,1,140
"Super built-up  Area","Kengeri",2,"VBn 2lm",726,2,1,31
"Super built-up  Area","Hosur Road",2,"Saageat",1345,2,2,106
"Super built-up  Area","Begur Road",2,"Dhalsh ",1200,2,2,45
"Built-up  Area","Nagavarapalya",2,"Unknown",980,2,0,37
"Super built-up  Area","Hormavu",2,"SyidaCr",1050,2,1,77
"Super built-up  Area","Uttarahalli",2,"Unknown",993,2,1,39.71
"Super built-up  Area","7th Phase JP Nagar",3,"Unknown",1300,2,2,52
"Super built-up  Area","Vittasandra",3,"Prlla C",1743,3,2,85
"Plot  Area","Whitefield",4,"Unknown",1204,4,1,125
"Plot  Area","Hormavu",2,"Unknown",1200,2,0,67
"Super built-up  Area","2nd Block Hrbr Layout",3,"Unknown",1480,3,2,90
"Super built-up  Area","Sarjapur",2,"Sondaka",950,2,2,32.5
"Built-up  Area","Domlur",1,"Saiewas",640,1,0,55
"Super built-up  Area","Electronic City Phase II",2,"MJtroty",972,2,1,44
"Super built-up  Area","Marathahalli",3,"PadgeOa",1840,3,3,98
"Super built-up  Area","Electronic City",2,"Prarkun",1128,2,1,64
"Plot  Area","Hongasandra",2,"Unknown",680,2,0,42
"Plot  Area","Harappanahalli",2,"Clood E",2400,2,1,95
"Built-up  Area","Basapura",2,"Unknown",1045,2,2,42
"Built-up  Area","Roopena Agrahara",2,"Unknown",955,2,3,53.55
"Super built-up  Area","Doddakallasandra",3,"Unknown",1360,2,2,54.39
"Super built-up  Area","BTM Layout",2,"Mames M",1150,2,2,63
"Built-up  Area","Hennur Road",4,"Gollela",3450,4,3,294
"Super built-up  Area","Chennammana Kere",2,"Unknown",1115,2,2,56.87
"Super built-up  Area","Jigani",2,"DLhtsen",920,2,2,46
"Super built-up  Area","Bommasandra Industrial Area",2,"Unknown",1030,2,1,41
"Super built-up  Area","Thanisandra",3,"Soitya ",1564,3,1,101
"Super built-up  Area","Uttarahalli",2,"SirlsPe",1045,2,1,45
"Plot  Area","Hegde Nagar",4,"Unknown",1200,4,1,83
"Built-up  Area","Subramanyapura",2,"Unknown",1277,2,2,55
"Super built-up  Area","Kanaka Nagar",3,"SoniaPe",1290,3,1,215
"Super built-up  Area","Sarjapur  Road",3,"Adeatlm",1846,3,2,140
"Built-up  Area","Tasker Town",2,"Unknown",1100,2,0,106
"Super built-up  Area","Govindpura",3,"Muncy R",1690,3,2,75
"Plot  Area","Hormavu",2,"Unknown",1200,3,0,70
"Built-up  Area","Yelahanka",4,"InllaPa",3042,4,0,131
"Super built-up  Area","Rajaji Nagar",3,"Brway G",1640,3,3,223
"Built-up  Area","NR Colony",2,"GKncysi",1068,2,1,40.05
"Super built-up  Area","Kanakpura Road",2,"SGiewrk",1135,2,2,58
"Super built-up  Area","Agara Village",3,"Unknown",1925,3,2,120
"Super built-up  Area","Begur Road",3,"Unknown",1615,3,2,60
"Super built-up  Area","Shettigere",1,"Unknown",650,1,1,26
"Plot  Area","Chikkasandra",9,"Unknown",1200,9,3,120
"Super built-up  Area","Kaggadasapura",2,"AnaveEn",1150,2,3,42
"Plot  Area","Kothannur",6,"Unknown",930,6,1,135
"Super built-up  Area","Kenchanehalli R R Nagar",3,"Unknown",1410,2,2,45.12
"Built-up  Area","6th Phase JP Nagar",3,"Unknown",600,2,0,100
"Super built-up  Area","Kumara Park",3,"Unknown",2000,3,3,207
"Super built-up  Area","Tumkur Road",3,"Sahtsva",1354,3,1,90
"Plot  Area","BEL Road",2,"Unknown",1050,2,0,110
"Built-up  Area","Arekere",1,"Unknown",600,1,1,28
"Plot  Area","Varthur",4,"SLncyaj",1320,2,1,110
"Super built-up  Area","Koramangala",3,"Unknown",1600,3,2,88
"Built-up  Area","Kanakpura Road",4,"ColeyNa",3500,6,2,225
"Super built-up  Area","GM Palaya",2,"Samesan",1000,2,1,36
"Super built-up  Area","Byagadadhenahalli",3,"VBavaai",1130,3,1,38
"Super built-up  Area","Vittasandra",2,"Unknown",1238,2,1,67
"Super built-up  Area","Ashwathnagar",3,"Vaour S",2204,2,3,305
"Plot  Area","KR Puram",8,"Unknown",1200,12,2,110
"Super built-up  Area","Kudlu Gate",3,"Unknown",1364,2,3,46.38
"Built-up  Area","Srinivasa Nagar",2,"Unknown",900,2,1,45
"Super built-up  Area","Gubbalala",3,"MauilTr",1745,3,2,104
"Super built-up  Area","Kogilu",2,"Unknown",1200,2,1,53.33
"Super built-up  Area","Kanakapura",2,"Unknown",1020,2,1,42.83
"Super built-up  Area","Banashankari Stage III",3,"Unknown",1650,3,2,118
"Super built-up  Area","Doddabommasandra",3,"MaaveEn",1550,2,3,70
"Super built-up  Area","5th Phase JP Nagar",2,"Unknown",1440,2,2,60
"Super built-up  Area","Sarjapura - Attibele Road",3,"Soe 2as",1329,2,2,45.95
"Super built-up  Area","Maruthi Layout",2,"Prareth",916,2,1,42
"Super built-up  Area","Hulimavu",1,"NiarkHy",688,1,2,50
"Super built-up  Area","Sree Narayana Nagar",3,"Sholaya",1358,3,3,50
"Super built-up  Area","Kanakpura Road",2,"Soazak ",1331,2,1,107
"Super built-up  Area","Malleshwaram",1,"Kaamai ",686,1,1,62.5
"Super built-up  Area","Hoodi",2,"Sulla S",1050,2,2,50
"Super built-up  Area","Talaghattapura",3,"Sodgere",2106,3,2,126
"Super built-up  Area","Bhoganhalli",3,"Rosha I",1718,3,2,90.2
"Super built-up  Area","Raja Rajeshwari Nagar",3,"GrrvaGr",1530,3,2,57
"Super built-up  Area","5th Block Hbr Layout",2,"Unknown",1206,2,2,56
"Built-up  Area","Hebbal",2,"Arade A",1075,2,3,52
"Plot  Area","Sarjapur  Road",3,"Unknown",1200,3,1,95
"Super built-up  Area","Tunganagara",3,"DSdidSp",1936,2,2,54.21
"Super built-up  Area","Nagavara",4,"K dotna",1290,3,3,120
"Super built-up  Area","Sahakara Nagar",3,"Unknown",1100,2,2,75
"Plot  Area","BTM 2nd Stage",3,"Unknown",1260,5,1,185
"Plot  Area","Hongasandra",8,"Unknown",990,12,0,120
"Plot  Area","Jalahalli East",3,"Unknown",800,2,1,80
"Super built-up  Area","Sarjapur  Road",2,"Soikaa ",1117,2,3,29.99
"Built-up  Area","Remco Bhel Layout",3,"Suncy R",1685,2,1,110
